-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 7 0 7

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=89233, spec=[0, 7, 0, 7], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 7 0 7

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=309683, spec=[0, 7, 0, 7], text=False, value_loss_coef=0.5)

Optimizer loaded

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 002048 | FPS 0648 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.872 | V -0.479 | pL -0.084 | vL 0.002 | ∇ 0.097
U 1 | F 002048 | FPS 0689 | D 2 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.702 | V 0.586 | pL 0.100 | vL 0.001 | ∇ 0.085
U 2 | F 004096 | FPS 0673 | D 6 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.785 | V 0.520 | pL 0.089 | vL 0.001 | ∇ 0.109
U 2 | F 004096 | FPS 0658 | D 6 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.878 | V -0.404 | pL -0.072 | vL 0.001 | ∇ 0.085
U 3 | F 006144 | FPS 0688 | D 9 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.809 | V 0.380 | pL 0.131 | vL 0.010 | ∇ 0.184
U 3 | F 006144 | FPS 0662 | D 9 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.864 | V -0.301 | pL -0.108 | vL 0.007 | ∇ 0.128
U 4 | F 008192 | FPS 0673 | D 12 | rR:μσmM 0.04 0.14 0.00 0.56 | F:μσmM 313.6 40.4 157.0 324.0 | H 1.853 | V 0.346 | pL 0.059 | vL 0.001 | ∇ 0.056
U 4 | F 008192 | FPS 0661 | D 12 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.908 | V -0.269 | pL -0.048 | vL 0.000 | ∇ 0.053
U 5 | F 010240 | FPS 0667 | D 15 | rR:μσmM 0.04 0.14 0.00 0.56 | F:μσmM 313.6 40.4 157.0 324.0 | H 1.908 | V 0.299 | pL 0.053 | vL 0.000 | ∇ 0.056
U 5 | F 010240 | FPS 0655 | D 15 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.924 | V -0.227 | pL -0.040 | vL 0.000 | ∇ 0.041
U 6 | F 012288 | FPS 0680 | D 18 | rR:μσmM 0.04 0.14 0.00 0.56 | F:μσmM 313.6 40.4 157.0 324.0 | H 1.928 | V 0.244 | pL 0.057 | vL 0.003 | ∇ 0.059
U 6 | F 012288 | FPS 0661 | D 18 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.932 | V -0.189 | pL -0.046 | vL 0.002 | ∇ 0.063
U 7 | F 014336 | FPS 0676 | D 21 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.927 | V 0.208 | pL 0.039 | vL 0.000 | ∇ 0.041
U 7 | F 014336 | FPS 0661 | D 21 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.939 | V -0.170 | pL -0.031 | vL 0.000 | ∇ 0.046
U 8 | F 016384 | FPS 0676 | D 24 | rR:μσmM 0.01 0.02 0.00 0.10 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.917 | V 0.159 | pL 0.053 | vL 0.002 | ∇ 0.057
U 8 | F 016384 | FPS 0663 | D 25 | rR:μσmM 0.01 0.03 0.00 0.11 | F:μσmM 323.8 0.7 321.0 324.0 | H 1.926 | V -0.128 | pL -0.047 | vL 0.001 | ∇ 0.056
U 9 | F 018432 | FPS 0673 | D 27 | rR:μσmM 0.01 0.02 0.00 0.10 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.934 | V 0.146 | pL 0.028 | vL 0.000 | ∇ 0.031
U 9 | F 018432 | FPS 0650 | D 28 | rR:μσmM 0.01 0.03 0.00 0.11 | F:μσmM 323.8 0.7 321.0 324.0 | H 1.934 | V -0.114 | pL -0.020 | vL 0.000 | ∇ 0.026
U 10 | F 020480 | FPS 0669 | D 30 | rR:μσmM 0.08 0.15 0.00 0.43 | F:μσmM 305.6 39.2 206.0 324.0 | H 1.934 | V 0.133 | pL 0.016 | vL 0.001 | ∇ 0.035
Status saved
U 10 | F 020480 | FPS 0654 | D 31 | rR:μσmM 0.02 0.06 0.00 0.26 | F:μσmM 320.5 13.6 268.0 324.0 | H 1.940 | V -0.094 | pL -0.020 | vL 0.000 | ∇ 0.029
Status saved
U 11 | F 022528 | FPS 0676 | D 33 | rR:μσmM 0.07 0.15 0.00 0.43 | F:μσmM 305.6 39.2 206.0 324.0 | H 1.938 | V 0.111 | pL 0.028 | vL 0.001 | ∇ 0.040
U 11 | F 022528 | FPS 0663 | D 34 | rR:μσmM 0.02 0.06 0.00 0.26 | F:μσmM 320.5 13.6 268.0 324.0 | H 1.940 | V -0.071 | pL -0.020 | vL 0.000 | ∇ 0.026
U 12 | F 024576 | FPS 0667 | D 36 | rR:μσmM 0.02 0.10 0.00 0.40 | F:μσmM 317.3 25.9 217.0 324.0 | H 1.938 | V 0.100 | pL 0.017 | vL 0.001 | ∇ 0.033
U 12 | F 024576 | FPS 0653 | D 37 | rR:μσmM 0.02 0.06 0.00 0.26 | F:μσmM 320.5 13.6 268.0 324.0 | H 1.942 | V -0.056 | pL -0.009 | vL 0.000 | ∇ 0.010
U 13 | F 026624 | FPS 0680 | D 39 | rR:μσmM 0.08 0.16 0.00 0.56 | F:μσmM 303.7 45.9 158.0 324.0 | H 1.935 | V 0.087 | pL 0.017 | vL 0.001 | ∇ 0.045
U 13 | F 026624 | FPS 0659 | D 40 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.939 | V -0.039 | pL -0.014 | vL 0.000 | ∇ 0.010
U 14 | F 028672 | FPS 0678 | D 42 | rR:μσmM 0.11 0.24 0.00 0.84 | F:μσmM 293.6 73.3 56.0 324.0 | H 1.932 | V 0.073 | pL 0.009 | vL 0.002 | ∇ 0.033
U 14 | F 028672 | FPS 0656 | D 44 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.944 | V -0.033 | pL -0.006 | vL 0.000 | ∇ 0.008
U 15 | F 030720 | FPS 0681 | D 45 | rR:μσmM 0.14 0.24 0.00 0.84 | F:μσmM 284.4 74.1 56.0 324.0 | H 1.934 | V 0.062 | pL 0.008 | vL 0.000 | ∇ 0.026
U 15 | F 030720 | FPS 0656 | D 47 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.943 | V -0.028 | pL -0.005 | vL 0.000 | ∇ 0.007
U 16 | F 032768 | FPS 0675 | D 49 | rR:μσmM 0.10 0.18 0.00 0.66 | F:μσmM 298.6 52.5 122.0 324.0 | H 1.924 | V 0.058 | pL 0.008 | vL 0.001 | ∇ 0.023
U 16 | F 032768 | FPS 0664 | D 50 | rR:μσmM 0.06 0.18 0.00 0.74 | F:μσmM 308.4 55.3 95.0 324.0 | H 1.928 | V -0.015 | pL -0.013 | vL 0.002 | ∇ 0.039
U 17 | F 034816 | FPS 0670 | D 52 | rR:μσmM 0.25 0.28 0.00 0.73 | F:μσmM 253.3 83.3 98.0 324.0 | H 1.921 | V 0.086 | pL -0.015 | vL 0.003 | ∇ 0.044
U 17 | F 034816 | FPS 0658 | D 53 | rR:μσmM 0.06 0.18 0.00 0.74 | F:μσmM 308.4 55.3 95.0 324.0 | H 1.941 | V -0.013 | pL -0.002 | vL 0.000 | ∇ 0.011
U 18 | F 036864 | FPS 0674 | D 55 | rR:μσmM 0.34 0.24 0.00 0.74 | F:μσmM 229.9 74.6 95.0 324.0 | H 1.909 | V 0.082 | pL -0.007 | vL 0.004 | ∇ 0.087
U 18 | F 036864 | FPS 0662 | D 56 | rR:μσmM 0.07 0.19 0.00 0.74 | F:μσmM 305.2 56.9 95.0 324.0 | H 1.937 | V -0.008 | pL -0.006 | vL 0.000 | ∇ 0.014
U 19 | F 038912 | FPS 0675 | D 58 | rR:μσmM 0.42 0.32 0.00 0.82 | F:μσmM 201.2 102.5 63.0 324.0 | H 1.895 | V 0.091 | pL -0.009 | vL 0.006 | ∇ 0.049
U 19 | F 038912 | FPS 0653 | D 59 | rR:μσmM 0.04 0.13 0.00 0.54 | F:μσmM 313.9 38.7 164.0 324.0 | H 1.933 | V -0.000 | pL -0.006 | vL 0.001 | ∇ 0.022
U 20 | F 040960 | FPS 0673 | D 61 | rR:μσmM 0.38 0.34 0.00 0.91 | F:μσmM 211.7 110.3 33.0 324.0 | H 1.859 | V 0.112 | pL -0.032 | vL 0.009 | ∇ 0.112
Status saved
U 20 | F 040960 | FPS 0656 | D 63 | rR:μσmM 0.04 0.13 0.00 0.54 | F:μσmM 313.9 38.7 164.0 324.0 | H 1.940 | V 0.001 | pL 0.000 | vL 0.000 | ∇ 0.010
Status saved
U 21 | F 043008 | FPS 0681 | D 64 | rR:μσmM 0.68 0.23 0.00 0.94 | F:μσmM 112.2 77.6 22.0 324.0 | H 1.780 | V 0.222 | pL -0.069 | vL 0.016 | ∇ 0.160
U 21 | F 043008 | FPS 0661 | D 66 | rR:μσmM 0.04 0.15 0.00 0.61 | F:μσmM 312.4 44.0 142.0 324.0 | H 1.936 | V 0.005 | pL -0.004 | vL 0.001 | ∇ 0.035
U 22 | F 045056 | FPS 0687 | D 67 | rR:μσmM 0.81 0.13 0.39 0.94 | F:μσmM 68.7 47.3 23.0 218.0 | H 1.656 | V 0.341 | pL -0.138 | vL 0.022 | ∇ 0.259
U 22 | F 045056 | FPS 0653 | D 69 | rR:μσmM 0.14 0.24 0.00 0.70 | F:μσmM 283.8 73.7 108.0 324.0 | H 1.926 | V 0.025 | pL -0.009 | vL 0.002 | ∇ 0.041
U 23 | F 047104 | FPS 0692 | D 70 | rR:μσmM 0.87 0.08 0.61 0.95 | F:μσmM 45.1 27.7 18.0 141.0 | H 1.531 | V 0.492 | pL -0.163 | vL 0.019 | ∇ 0.236
U 23 | F 047104 | FPS 0665 | D 72 | rR:μσmM 0.21 0.29 0.00 0.87 | F:μσmM 262.5 91.4 46.0 324.0 | H 1.917 | V 0.041 | pL -0.018 | vL 0.005 | ∇ 0.096
U 24 | F 049152 | FPS 0692 | D 73 | rR:μσmM 0.91 0.04 0.70 0.96 | F:μσmM 32.9 16.2 14.0 108.0 | H 1.366 | V 0.665 | pL -0.122 | vL 0.010 | ∇ 0.157
U 24 | F 049152 | FPS 0662 | D 75 | rR:μσmM 0.44 0.35 0.00 0.87 | F:μσmM 189.4 107.2 46.0 324.0 | H 1.888 | V 0.072 | pL -0.039 | vL 0.007 | ∇ 0.100
U 25 | F 051200 | FPS 0696 | D 76 | rR:μσmM 0.93 0.03 0.74 0.96 | F:μσmM 26.9 12.2 16.0 92.0 | H 1.252 | V 0.755 | pL -0.094 | vL 0.004 | ∇ 0.092
U 25 | F 051200 | FPS 0665 | D 78 | rR:μσmM 0.55 0.28 0.00 0.90 | F:μσmM 156.8 92.0 37.0 324.0 | H 1.862 | V 0.117 | pL -0.033 | vL 0.010 | ∇ 0.097
U 26 | F 053248 | FPS 0688 | D 79 | rR:μσmM 0.94 0.01 0.88 0.96 | F:μσmM 22.6 5.4 14.0 45.0 | H 1.135 | V 0.815 | pL -0.043 | vL 0.002 | ∇ 0.041
U 26 | F 053248 | FPS 0665 | D 82 | rR:μσmM 0.53 0.31 0.00 0.91 | F:μσmM 165.7 106.1 34.0 324.0 | H 1.816 | V 0.145 | pL -0.044 | vL 0.012 | ∇ 0.158
U 27 | F 055296 | FPS 0687 | D 82 | rR:μσmM 0.95 0.01 0.89 0.96 | F:μσmM 19.6 4.4 13.0 38.0 | H 1.170 | V 0.854 | pL -0.026 | vL 0.000 | ∇ 0.029
U 27 | F 055296 | FPS 0667 | D 85 | rR:μσmM 0.76 0.22 0.00 0.94 | F:μσmM 86.8 74.0 21.0 324.0 | H 1.685 | V 0.266 | pL -0.112 | vL 0.018 | ∇ 0.158
U 28 | F 057344 | FPS 0689 | D 85 | rR:μσmM 0.94 0.01 0.90 0.96 | F:μσmM 20.9 4.1 15.0 36.0 | H 1.342 | V 0.851 | pL 0.002 | vL 0.001 | ∇ 0.027
U 28 | F 057344 | FPS 0674 | D 88 | rR:μσmM 0.84 0.12 0.24 0.95 | F:μσmM 58.4 44.5 19.0 273.0 | H 1.538 | V 0.467 | pL -0.178 | vL 0.018 | ∇ 0.240
U 29 | F 059392 | FPS 0686 | D 88 | rR:μσmM 0.93 0.01 0.90 0.96 | F:μσmM 23.5 4.7 14.0 37.0 | H 1.381 | V 0.837 | pL 0.015 | vL 0.001 | ∇ 0.027
U 29 | F 059392 | FPS 0678 | D 91 | rR:μσmM 0.91 0.03 0.82 0.95 | F:μσmM 34.0 11.4 19.0 66.0 | H 1.475 | V 0.634 | pL -0.134 | vL 0.009 | ∇ 0.200
U 30 | F 061440 | FPS 0689 | D 91 | rR:μσmM 0.93 0.02 0.88 0.96 | F:μσmM 26.0 5.8 14.0 45.0 | H 1.316 | V 0.821 | pL 0.015 | vL 0.001 | ∇ 0.034
Status saved
U 30 | F 061440 | FPS 0680 | D 94 | rR:μσmM 0.91 0.04 0.72 0.95 | F:μσmM 31.7 13.2 19.0 102.0 | H 1.370 | V 0.722 | pL -0.079 | vL 0.006 | ∇ 0.080
Status saved
U 31 | F 063488 | FPS 0689 | D 94 | rR:μσmM 0.93 0.02 0.86 0.96 | F:μσmM 24.2 6.2 15.0 52.0 | H 1.314 | V 0.829 | pL -0.002 | vL 0.001 | ∇ 0.019
U 31 | F 063488 | FPS 0678 | D 97 | rR:μσmM 0.93 0.02 0.82 0.96 | F:μσmM 26.3 8.1 15.0 66.0 | H 1.290 | V 0.787 | pL -0.061 | vL 0.002 | ∇ 0.082
U 32 | F 065536 | FPS 0686 | D 97 | rR:μσmM 0.94 0.02 0.89 0.96 | F:μσmM 23.0 5.8 14.0 39.0 | H 1.302 | V 0.830 | pL -0.005 | vL 0.001 | ∇ 0.022
U 32 | F 065536 | FPS 0678 | D 100 | rR:μσmM 0.93 0.02 0.87 0.96 | F:μσmM 24.1 6.0 13.0 46.0 | H 1.224 | V 0.812 | pL -0.031 | vL 0.001 | ∇ 0.045
U 33 | F 067584 | FPS 0687 | D 100 | rR:μσmM 0.94 0.01 0.89 0.96 | F:μσmM 22.1 4.2 13.0 39.0 | H 1.390 | V 0.840 | pL -0.005 | vL 0.001 | ∇ 0.030
U 33 | F 067584 | FPS 0674 | D 103 | rR:μσmM 0.94 0.01 0.88 0.96 | F:μσmM 21.3 4.7 13.0 43.0 | H 1.225 | V 0.839 | pL -0.021 | vL 0.001 | ∇ 0.031
U 34 | F 069632 | FPS 0688 | D 103 | rR:μσmM 0.93 0.02 0.79 0.96 | F:μσmM 25.2 7.8 16.0 74.0 | H 1.419 | V 0.826 | pL 0.011 | vL 0.001 | ∇ 0.035
U 34 | F 069632 | FPS 0674 | D 106 | rR:μσmM 0.94 0.01 0.89 0.96 | F:μσmM 21.5 4.6 15.0 41.0 | H 1.275 | V 0.839 | pL -0.004 | vL 0.001 | ∇ 0.027
U 35 | F 071680 | FPS 0686 | D 106 | rR:μσmM 0.93 0.02 0.88 0.95 | F:μσmM 25.7 5.6 17.0 44.0 | H 1.436 | V 0.815 | pL 0.010 | vL 0.001 | ∇ 0.032
U 35 | F 071680 | FPS 0673 | D 109 | rR:μσmM 0.94 0.01 0.91 0.96 | F:μσmM 23.0 4.3 14.0 33.0 | H 1.360 | V 0.835 | pL 0.004 | vL 0.001 | ∇ 0.015
U 36 | F 073728 | FPS 0690 | D 109 | rR:μσmM 0.92 0.02 0.86 0.96 | F:μσmM 27.3 7.8 15.0 50.0 | H 1.482 | V 0.810 | pL 0.008 | vL 0.001 | ∇ 0.032
U 36 | F 073728 | FPS 0674 | D 113 | rR:μσmM 0.93 0.02 0.86 0.96 | F:μσmM 24.0 6.3 15.0 50.0 | H 1.314 | V 0.830 | pL 0.006 | vL 0.001 | ∇ 0.027
U 37 | F 075776 | FPS 0688 | D 112 | rR:μσmM 0.91 0.04 0.69 0.95 | F:μσmM 31.1 13.7 18.0 113.0 | H 1.513 | V 0.784 | pL 0.020 | vL 0.002 | ∇ 0.027
U 37 | F 075776 | FPS 0675 | D 116 | rR:μσmM 0.93 0.02 0.85 0.96 | F:μσmM 24.0 6.5 16.0 53.0 | H 1.343 | V 0.831 | pL 0.005 | vL 0.001 | ∇ 0.020
U 38 | F 077824 | FPS 0687 | D 115 | rR:μσmM 0.92 0.03 0.82 0.96 | F:μσmM 30.3 9.5 16.0 65.0 | H 1.426 | V 0.783 | pL 0.003 | vL 0.002 | ∇ 0.026
