-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 5 1 3

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=996931, spec=[0, 5, 1, 3], text=False, value_loss_coef=0.5)

-m --algo ppo --save-interval 10 --lr 0.001 --procs 8 --spec 0 5 1 3

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env=None, epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.001, max_grad_norm=0.5, mem=False, model=None, optim_alpha=0.99, optim_eps=1e-08, procs=8, recurrence=1, save_interval=10, seed=88531, spec=[0, 5, 1, 3], text=False, value_loss_coef=0.5)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=66, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

Optimizer loaded

U 1 | F 002048 | FPS 0673 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.906 | V -0.554 | pL -0.097 | vL 0.001 | ∇ 0.070
U 1 | F 002048 | FPS 0674 | D 3 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.927 | V -0.455 | pL -0.086 | vL 0.002 | ∇ 0.110
U 2 | F 004096 | FPS 0662 | D 6 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.915 | V -0.453 | pL -0.080 | vL 0.001 | ∇ 0.073
U 2 | F 004096 | FPS 0675 | D 6 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.931 | V -0.364 | pL -0.065 | vL 0.001 | ∇ 0.055
U 3 | F 006144 | FPS 0666 | D 9 | rR:μσmM 0.01 0.05 0.00 0.19 | F:μσmM 322.0 7.7 292.0 324.0 | H 1.911 | V -0.349 | pL -0.122 | vL 0.009 | ∇ 0.109
U 3 | F 006144 | FPS 0670 | D 9 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.916 | V -0.280 | pL -0.100 | vL 0.006 | ∇ 0.106
U 4 | F 008192 | FPS 0665 | D 12 | rR:μσmM 0.01 0.05 0.00 0.19 | F:μσmM 322.0 7.7 292.0 324.0 | H 1.905 | V -0.279 | pL -0.049 | vL 0.000 | ∇ 0.032
U 4 | F 008192 | FPS 0672 | D 12 | rR:μσmM 0.04 0.15 0.00 0.61 | F:μσmM 312.6 44.3 141.0 324.0 | H 1.916 | V -0.229 | pL -0.050 | vL 0.003 | ∇ 0.043
U 5 | F 010240 | FPS 0660 | D 15 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.922 | V -0.231 | pL -0.042 | vL 0.000 | ∇ 0.037
U 5 | F 010240 | FPS 0668 | D 15 | rR:μσmM 0.06 0.17 0.00 0.61 | F:μσmM 306.9 48.1 141.0 324.0 | H 1.920 | V -0.186 | pL -0.039 | vL 0.001 | ∇ 0.030
U 6 | F 012288 | FPS 0669 | D 18 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.915 | V -0.189 | pL -0.045 | vL 0.002 | ∇ 0.059
U 6 | F 012288 | FPS 0678 | D 18 | rR:μσmM 0.06 0.17 0.00 0.61 | F:μσmM 306.9 48.1 141.0 324.0 | H 1.934 | V -0.160 | pL -0.038 | vL 0.001 | ∇ 0.034
U 7 | F 014336 | FPS 0659 | D 21 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.930 | V -0.148 | pL -0.026 | vL 0.000 | ∇ 0.026
U 7 | F 014336 | FPS 0659 | D 21 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.931 | V -0.139 | pL -0.028 | vL 0.000 | ∇ 0.026
U 8 | F 016384 | FPS 0669 | D 24 | rR:μσmM 0.01 0.04 0.00 0.17 | F:μσmM 322.3 6.5 297.0 324.0 | H 1.936 | V -0.107 | pL -0.039 | vL 0.001 | ∇ 0.040
U 8 | F 016384 | FPS 0677 | D 24 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.938 | V -0.106 | pL -0.035 | vL 0.001 | ∇ 0.052
U 9 | F 018432 | FPS 0666 | D 27 | rR:μσmM 0.01 0.04 0.00 0.17 | F:μσmM 322.3 6.5 297.0 324.0 | H 1.940 | V -0.087 | pL -0.017 | vL 0.000 | ∇ 0.017
U 9 | F 018432 | FPS 0673 | D 28 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.939 | V -0.089 | pL -0.016 | vL 0.000 | ∇ 0.017
U 10 | F 020480 | FPS 0670 | D 30 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.941 | V -0.073 | pL -0.015 | vL 0.000 | ∇ 0.010
Status saved
U 10 | F 020480 | FPS 0640 | D 31 | rR:μσmM 0.02 0.07 0.00 0.27 | F:μσmM 320.2 14.8 263.0 324.0 | H 1.939 | V -0.068 | pL -0.017 | vL 0.000 | ∇ 0.016
Status saved
U 11 | F 022528 | FPS 0675 | D 34 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.941 | V -0.058 | pL -0.016 | vL 0.000 | ∇ 0.011
U 11 | F 022528 | FPS 0676 | D 34 | rR:μσmM 0.02 0.07 0.00 0.27 | F:μσmM 320.2 14.8 263.0 324.0 | H 1.940 | V -0.056 | pL -0.015 | vL 0.000 | ∇ 0.011
U 12 | F 024576 | FPS 0661 | D 37 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.944 | V -0.050 | pL -0.009 | vL 0.000 | ∇ 0.009
U 12 | F 024576 | FPS 0668 | D 37 | rR:μσmM 0.02 0.09 0.00 0.36 | F:μσmM 318.2 22.3 232.0 324.0 | H 1.935 | V -0.040 | pL -0.012 | vL 0.001 | ∇ 0.032
U 13 | F 026624 | FPS 0666 | D 40 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.942 | V -0.038 | pL -0.014 | vL 0.000 | ∇ 0.011
U 13 | F 026624 | FPS 0673 | D 40 | rR:μσmM 0.02 0.09 0.00 0.36 | F:μσmM 318.2 22.3 232.0 324.0 | H 1.938 | V -0.025 | pL -0.008 | vL 0.000 | ∇ 0.006
U 14 | F 028672 | FPS 0668 | D 43 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.943 | V -0.034 | pL -0.006 | vL 0.000 | ∇ 0.006
U 14 | F 028672 | FPS 0669 | D 43 | rR:μσmM 0.04 0.16 0.00 0.67 | F:μσmM 311.2 49.6 119.0 324.0 | H 1.933 | V -0.016 | pL -0.011 | vL 0.001 | ∇ 0.023
U 15 | F 030720 | FPS 0662 | D 46 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.944 | V -0.029 | pL -0.006 | vL 0.000 | ∇ 0.006
U 15 | F 030720 | FPS 0671 | D 46 | rR:μσmM 0.04 0.16 0.00 0.67 | F:μσmM 311.2 49.6 119.0 324.0 | H 1.937 | V -0.014 | pL -0.003 | vL 0.000 | ∇ 0.007
U 16 | F 032768 | FPS 0673 | D 49 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.944 | V -0.023 | pL -0.007 | vL 0.000 | ∇ 0.006
U 16 | F 032768 | FPS 0671 | D 49 | rR:μσmM 0.04 0.16 0.00 0.67 | F:μσmM 311.2 49.6 119.0 324.0 | H 1.941 | V -0.013 | pL -0.004 | vL 0.000 | ∇ 0.007
U 17 | F 034816 | FPS 0665 | D 52 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.944 | V -0.020 | pL -0.003 | vL 0.000 | ∇ 0.004
U 17 | F 034816 | FPS 0668 | D 53 | rR:μσmM 0.02 0.05 0.00 0.20 | F:μσmM 321.7 9.0 287.0 324.0 | H 1.941 | V -0.008 | pL -0.005 | vL 0.000 | ∇ 0.010
U 18 | F 036864 | FPS 0671 | D 55 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.944 | V -0.015 | pL -0.005 | vL 0.000 | ∇ 0.005
U 18 | F 036864 | FPS 0675 | D 56 | rR:μσmM 0.02 0.05 0.00 0.20 | F:μσmM 321.7 9.0 287.0 324.0 | H 1.943 | V -0.003 | pL -0.001 | vL 0.000 | ∇ 0.003
U 19 | F 038912 | FPS 0664 | D 58 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.945 | V -0.013 | pL -0.002 | vL 0.000 | ∇ 0.002
U 19 | F 038912 | FPS 0666 | D 59 | rR:μσmM 0.07 0.20 0.00 0.76 | F:μσmM 302.8 61.0 87.0 324.0 | H 1.937 | V 0.006 | pL -0.011 | vL 0.002 | ∇ 0.024
U 20 | F 040960 | FPS 0666 | D 62 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.945 | V -0.010 | pL -0.002 | vL 0.000 | ∇ 0.002
Status saved
U 20 | F 040960 | FPS 0674 | D 62 | rR:μσmM 0.10 0.21 0.00 0.76 | F:μσmM 295.9 64.3 87.0 324.0 | H 1.933 | V 0.011 | pL -0.007 | vL 0.001 | ∇ 0.030
Status saved
U 21 | F 043008 | FPS 0672 | D 65 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.945 | V -0.008 | pL -0.002 | vL 0.000 | ∇ 0.003
U 21 | F 043008 | FPS 0674 | D 65 | rR:μσmM 0.09 0.18 0.00 0.57 | F:μσmM 300.1 51.6 153.0 324.0 | H 1.933 | V 0.004 | pL -0.000 | vL 0.000 | ∇ 0.014
U 22 | F 045056 | FPS 0661 | D 68 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 324.0 0.0 324.0 324.0 | H 1.945 | V -0.006 | pL -0.001 | vL 0.000 | ∇ 0.002
U 22 | F 045056 | FPS 0671 | D 68 | rR:μσmM 0.07 0.19 0.00 0.57 | F:μσmM 303.0 55.6 153.0 324.0 | H 1.938 | V 0.013 | pL -0.004 | vL 0.001 | ∇ 0.018
U 23 | F 047104 | FPS 0666 | D 71 | rR:μσmM 0.01 0.03 0.00 0.12 | F:μσmM 323.5 1.9 316.0 324.0 | H 1.945 | V -0.003 | pL -0.002 | vL 0.000 | ∇ 0.009
